id,tot_claim_cnt_l180d,disb_bank_loan_wo_tbc,day_sinlastloan
2926049.0,-3,-3.0,-3
2926050.0,-3,-3.0,-3
2926051.0,47,1046032985.0,48
2926052.0,2,-3.0,1062
2926053.0,10,-3.0,8
2926054.0,-3,-3.0,-3
2926055.0,-3,-3.0,-3
2926056.0,2,-3.0,13
2926057.0,-3,-3.0,-3
2926058.0,47,1046032985.0,48
2926059.0,-3,-3.0,-3
2926060.0,2,-3.0,13
2926061.0,-3,-3.0,-3
2926062.0,-3,-3.0,-3
2926063.0,47,1046032985.0,48
2926064.0,-3,-3.0,-3
2926065.0,-3,-3.0,-3
2926066.0,-3,7269311925.0,1557
2926067.0,-3,-3.0,-3
2926068.0,-3,-3.0,-3
2926069.0,20,3055510510.0,15
2926070.0,-3,7269311925.0,1557
2926071.0,20,3055510510.0,15
2926072.0,1,-3.0,-3
2926073.0,-3,-3.0,-3
2926074.0,-3,-3.0,-3
2926075.0,6,967499164.0,172
2926076.0,1,-3.0,-3
2926077.0,-3,-3.0,-3
2926078.0,-3,-3.0,-3
2926079.0,1,-3.0,-3
2926080.0,-3,-3.0,-3
2926081.0,6,967499164.0,172
2926082.0,-3,-3.0,-3
2926083.0,-3,-3.0,-3
2926084.0,1,-3.0,-3
2926085.0,-3,-3.0,-3
2926086.0,-3,-3.0,-3
2926087.0,-3,-3.0,-3
2926088.0,4,259607921.0,267
2926089.0,4,259607921.0,267
2926090.0,-3,297334099.0,257
2926091.0,-3,-3.0,-3
2926092.0,-3,297334099.0,257
2926093.0,-3,-3.0,-3
2926094.0,-3,297334099.0,257
2926095.0,-3,-3.0,-3
2926096.0,-3,297334099.0,257
2926097.0,-3,-3.0,-3
2926098.0,-3,-3.0,-3
2926099.0,-3,-3.0,-3
2926100.0,-3,-3.0,-3
2926101.0,6,2845763433.0,146
2926102.0,6,2845763433.0,146
2926103.0,-3,-3.0,-3
2926104.0,28,737240233.0,8
2926105.0,2,-3.0,-3
2926106.0,-3,-3.0,-3
2926107.0,2,-3.0,-3
2926108.0,-3,-3.0,-3
2926109.0,28,737240233.0,8
2926110.0,-3,-3.0,-3
2926111.0,-3,297334099.0,257
2926112.0,-3,-3.0,-3
2926113.0,2,-3.0,-3
2926114.0,-3,297334099.0,257
2926115.0,1,18187711912.0,817
2926116.0,-3,-3.0,-3
2926117.0,2,-3.0,13
2926118.0,-3,-3.0,-3
2926119.0,-3,-3.0,-3
2926120.0,2,-3.0,-3
2926121.0,-3,-3.0,-3
2926122.0,-3,-3.0,-3
2926123.0,2,-3.0,13
2926124.0,1,18187711912.0,817
2926125.0,-3,-3.0,-3
2926126.0,-3,-3.0,-3
2926127.0,-3,-3.0,-3
2926128.0,-3,-3.0,-3
2926129.0,1,18187711912.0,817
2926130.0,-3,-3.0,-3
2926131.0,-3,-3.0,-3
2926132.0,-3,-3.0,-3
2926133.0,1,18187711912.0,817
2926134.0,-3,-3.0,1359
2926135.0,-3,-3.0,-3
2926136.0,-3,-3.0,-3
2926137.0,-3,-3.0,-3
2926138.0,47,1046032985.0,48
2926139.0,-3,-3.0,1359
2926140.0,-3,-3.0,-3
2926141.0,47,1046032985.0,48
2926142.0,-3,-3.0,-3
2926143.0,-3,-3.0,-3
2926144.0,-3,-3.0,1639
2926145.0,-3,-3.0,-3
2926146.0,-3,-3.0,1359
2926147.0,-3,-3.0,-3
2926148.0,-3,-3.0,-3
2926149.0,-3,-3.0,-3
2926150.0,-3,-3.0,-3
2926151.0,-3,-3.0,1359
2926152.0,-3,-3.0,1639
2926153.0,-3,-3.0,-3
2926154.0,-3,-3.0,-3
2926155.0,-3,505555560.0,309
2926156.0,-3,-3.0,1639
2926157.0,-3,-3.0,-3
2926158.0,-3,-3.0,-3
2926159.0,3,-3.0,-3
2926160.0,-3,-3.0,1639
2926161.0,-3,505555560.0,309
2926162.0,-3,-3.0,-3
2926163.0,-3,-3.0,-3
2926164.0,-3,-3.0,-3
2926165.0,-3,-3.0,-3
2926166.0,-3,505555560.0,309
2926167.0,3,-3.0,-3
2926168.0,-3,-3.0,-3
2926169.0,-3,-3.0,-3
2926170.0,-3,505555560.0,309
2926171.0,-3,-3.0,-3
2926172.0,3,-3.0,-3
2926173.0,1,-3.0,-3
2926174.0,-3,-3.0,-3
2926175.0,3,-3.0,-3
2926176.0,-3,-3.0,-3
2926177.0,1,-3.0,-3
2926178.0,-3,-3.0,-3
2926179.0,-3,-3.0,-3
2926180.0,1,-3.0,-3
2926181.0,-3,-3.0,-3
2926182.0,-3,-3.0,1359
2926183.0,1,-3.0,-3
2926184.0,4,1766563873.0,155
2926185.0,-3,-3.0,1359
2926186.0,4,1766563873.0,155
2926187.0,-3,-3.0,-3
2926188.0,-3,-3.0,-3
2926189.0,2,-3.0,-3
2926190.0,-3,-3.0,-3
2926191.0,2,-3.0,-3
2926192.0,-3,-3.0,-3
2926193.0,13,1930703189.0,49
2926194.0,13,1930703189.0,49
2926195.0,2,-3.0,-3
2926196.0,2,-3.0,-3
2926197.0,-3,-3.0,-3
2926198.0,-3,-3.0,-3
2926199.0,-3,217320883.0,729
2926200.0,-3,-3.0,-3
2926201.0,-3,217320883.0,729
2926202.0,-3,-3.0,-3
2926203.0,-3,-3.0,-3
2926204.0,-3,-3.0,-3
2926205.0,-3,217320883.0,729
2926206.0,-3,-3.0,-3
2926207.0,-3,-3.0,-3
2926208.0,-3,-3.0,-3
2926209.0,-3,-3.0,-3
